"dept_code","so_num","in_year_auth","in_year_quarter_exp","in_year_cumul_exp","last_year_auth","last_year_quarter_exp","last_year_cumul_exp"
"ISC",1,560499000,139680000,139680000,531588000,133645000,133645000
"ISC",2,16726000,2898000,2898000,13476000,2508000,2508000
"ISC",3,12556000,2496000,2496000,10153000,1452000,1452000
"ISC",4,153979000,33438000,33438000,117548000,24932000,24932000
"ISC",5,20231000,4612000,4612000,17657000,3728000,3728000
"ISC",6,16751000,596000,596000,11954000,660000,660000
"ISC",7,9400000,792000,792000,8142000,853000,853000
"ISC",9,46652000,1543000,1543000,39188000,2169000,2169000
"ISC",10,2412500000,294750000,294750000,2432649000,381940000,381940000
"ISC",12,508000,2168000,2168000,183000,2555000,2555000
"ISC",20,-278930000,-64751000,-64751000,-273027000,-57363000,-57363000
"JUS",1,574634000,148424000,148424000,526626000,144060000,144060000
"JUS",2,7333000,1941000,1941000,8611000,1788000,1788000
"JUS",3,2648000,492000,492000,3032000,352000,352000
"JUS",4,35443000,5500000,5500000,36061000,5363000,5363000
"JUS",5,7913000,1326000,1326000,7940000,1490000,1490000
"JUS",6,6466000,55000,55000,3395000,232000,232000
"JUS",7,3685000,557000,557000,3989000,641000,641000
"JUS",9,4979000,275000,275000,5149000,446000,446000
"JUS",10,416467000,13748000,13748000,404557000,11687000,11687000
"JUS",12,5859000,2454000,2454000,7381000,2134000,2134000
"JUS",20,-327000000,-23908000,-23908000,-296200000,-19067000,-19067000
"LAC",1,89625231,21645008,21645008,82683004,20179691,20179691
"LAC",2,823798,321453,321453,1238309,267204,267204
"LAC",3,164394,63563,63563,701000,39836,39836
"LAC",4,46648692,2532669,2532669,11854632,998667,998667
"LAC",5,965824,1581754,1581754,2789170,1809217,1809217
"LAC",6,5364568,73095,73095,5154878,13780,13780
"LAC",7,1945308,445019,445019,2106398,148189,148189
"LAC",8,5533530,10846,10846,3622234,56218,56218
"LAC",9,1095793,25198,25198,2671988,93618,93618
"LAC",10,1500000,1361595,1361595,1500000,1305978,1305978
"LAC",12,6219206,1737073,1737073,5971341,2057847,2057847
"LAC",20,-550000,-37198,-37198,-550000,-39376,-39376
"LDC",1,820847,193666,193666,,,
"LDC",2,157800,14073,14073,,,
"LDC",3,1215000,,,,,
"LDC",4,1864761,,,,,
"LDC",7,10200,,,,,
"LDC",12,561091,-1389,-1389,,,
"MPCC",1,3292000,737000,737000,3251000,614000,614000
"MPCC",2,167000,19000,19000,123000,44000,44000
"MPCC",3,67000,8000,8000,67000,13000,13000
"MPCC",4,739000,134000,134000,724000,108000,108000
"MPCC",5,351000,30000,30000,371000,65000,65000
"MPCC",6,1000,0,0,2000,0,0
"MPCC",7,31000,5000,5000,66000,2000,2000
"MPCC",8,13000,0,0,0,0,0
"MPCC",9,96000,2000,2000,113000,4000,4000
"NBC",1,4057000,1056000,1056000,4090000,1207000,1207000
"NBC",2,120000,21000,21000,119000,18000,18000
"NBC",3,235000,35000,35000,233000,13000,13000
"NBC",4,862000,193000,193000,855000,97000,97000
"NBC",5,80000,11000,11000,80000,6000,6000
"NBC",6,500000,20000,20000,672000,16000,16000
"NBC",7,697000,84000,84000,695000,146000,146000
"NBC",8,0,0,0,318000,136000,136000
"NBC",9,95000,4000,4000,127000,44000,44000
"NBC",12,2681000,6000,6000,2623000,2000,2000
"ND",1,10047650000,2353178000,2353178000,9095897000,2287240000,2287240000
"ND",2,867334000,159584000,159584000,863157000,168558000,168558000
"ND",3,18889000,3510000,3510000,19432000,2903000,2903000
"ND",4,4120292000,590362000,590362000,3983285000,434308000,434308000
"ND",5,426240000,88023000,88023000,409905000,74772000,74772000
"ND",6,1603973000,197040000,197040000,1537303000,133695000,133695000
"ND",7,1088099000,210624000,210624000,1126296000,195541000,195541000
"ND",8,561680000,72485000,72485000,598586000,52859000,52859000
"ND",9,2886402000,643015000,643015000,2710233000,533440000,533440000
"ND",10,183288000,25047000,25047000,178845000,36493000,36493000
"ND",11,17261000,1925000,1925000,21526000,3990000,3990000
"ND",12,457410000,80794000,80794000,218195000,50080000,50080000
"ND",20,-362132000,-41560000,-41560000,-356672000,-52653000,-52653000
"NEB",1,68941000,18867000,18867000,58855000,16812000,16812000
"NEB",2,3711000,536000,536000,3073000,735000,735000
"NEB",3,420000,88000,88000,196000,130000,130000
"NEB",4,12538000,1813000,1813000,10609000,2338000,2338000
"NEB",5,594000,43000,43000,474000,132000,132000
"NEB",6,1217000,250000,250000,1187000,427000,427000
"NEB",7,554000,44000,44000,372000,48000,48000
"NEB",8,143000,0,0,0,0,0
"NEB",9,1203000,4000,4000,1363000,50000,50000
"NEB",10,2364000,51000,51000,1364000,107000,107000
"NEB",12,3670000,52000,52000,0,1000,1000
"NFB",1,40695410,10478049,10478049,37151332,9517703,9517709
"NFB",2,3122226,505164,505164,4425929,411416,411416
"NFB",3,1694799,265414,265414,627550,187239,187239
"NFB",4,13384036,1840278,1840278,13408106,1700940,1700940
"NFB",5,8922595,1090710,1090710,6960580,1465180,1465180
"NFB",7,1321585,208427,208427,1899280,423036,423036
"NFB",8,1512149,123178,123178,1984901,107317,107317
"NFB",9,5265000,0,0,12755000,28750,28750
"NFB",10,778000,391011,391011,2788133,278840,278840
"NFB",12,127428,3222,3222,1019713,644,644
"NFB",20,-8452446,-493352,-493352,-8452446,-648428,-648428
"NPA",1,219070,13900,13900,218880,13852,13852
"NPA",2,25000,,,5000,,
"NPA",3,1000,,,500,,
"NPA",4,285000,221,221,247000,1667,1667
"NPA",5,11000,1579,1579,11000,,
"NPA",6,1000,,,500,,
"NPA",7,1000,,,500,,
"NPA",9,1000,,,500,,
"NPA",10,540000,,,10000,,
"NPB",1,42297000,11362000,11362000,43039000,11281000,11281000
"NPB",2,3000000,543000,543000,3000000,416000,416000
"NPB",3,223000,4000,4000,323000,3000,3000
"NPB",4,5036000,229000,229000,5790000,117000,117000
"NPB",5,200000,23000,23000,221000,29000,29000
"NPB",6,1024000,5000,5000,300000,13000,13000
"NPB",7,287000,24000,24000,343000,5000,5000
"NPB",9,948000,5000,5000,731000,6000,6000
"NPB",12,20000,12000,12000,35000,50000,50000
"NPB",20,-5645000,-1022000,-1022000,-5645000,-1245000,-1245000
"NR",1,445776000,112319000,112319000,425488000,111174000,111174000
"NR",2,19801000,3613000,3613000,15883000,3179000,3179000
"NR",3,9938000,1229000,1229000,6745000,697000,697000
"NR",4,115073000,16197000,16197000,111083000,15896000,15896000
"NR",5,20881000,5474000,5474000,18510000,3571000,3571000
"NR",6,9015000,575000,575000,7793000,418000,418000
"NR",7,32274000,2416000,2416000,46311000,1939000,1939000
"NR",8,6791000,402000,402000,14469000,1234000,1234000
"NR",9,26074000,1316000,1316000,6398000,1739000,1739000
"NR",10,877144000,69965000,69965000,849961000,60474000,60474000
"NR",12,7088000,972000,972000,745000,4043000,4043000
"NR",20,-37641000,-4115000,-4115000,-37125000,-3491000,-3491000
"NRC",1,461480000,111638000,111638000,494860000,98642000,98642000
"NRC",2,25489000,3468000,3468000,22191000,2888000,2888000
"NRC",3,2536000,318000,318000,2525000,486000,486000
"NRC",4,107323000,8335000,8335000,84041000,10547000,10547000
"NRC",5,16137000,2941000,2941000,10543000,2331000,2331000
"NRC",6,29105000,2914000,2914000,29700000,3358000,3358000
"NRC",7,66612000,5612000,5612000,63555000,5643000,5643000
"NRC",8,48562000,3447000,3447000,56896000,2240000,2240000
"NRC",9,59381000,8033000,8033000,64419000,9004000,9004000
"NRC",10,448814000,63428000,63428000,512680000,57415000,57415000
"NRC",12,51181000,2030000,2030000,25223000,2575000,2575000
"NSERC",1,45281000,12327000,12327000,40042000,10594000,10594000
"NSERC",2,4519000,357000,357000,3561000,461000,461000
"NSERC",3,1997000,128000,128000,1735000,137000,137000
"NSERC",4,5531000,1001000,1001000,4248000,422000,422000
"NSERC",5,1303000,447000,447000,1061000,329000,329000
"NSERC",6,225000,26000,26000,96000,3000,3000
"NSERC",7,180000,101000,101000,160000,84000,84000
"NSERC",9,1221000,44000,44000,669000,40000,40000
"NSERC",10,1302727000,337161000,337161000,1202908000,338178000,338178000
"NSERC",12,0,-1000,-1000,,,
"NSICP",1,1653425,262324,262324,1673026,58920,58920
"NSICP",2,330004,7458,7458,327040,4462,4462
"NSICP",3,56003,3800,3800,55500,0,0
"NSICP",4,1137921,15068,15068,1226803,5179,5179
"NSICP",5,87491,1840,1840,86705,0,0
"NSICP",6,100000,0,0,0,0,0
"NSICP",7,15337,1474,1474,15200,0,0
"NSICP",9,110547,4317,4317,109554,0,0
"NSICP",12,0,1305,1305,0,0,0
"OAG",1,76518000,17626000,17626000,69704000,17562000,17562000
"OAG",2,3837000,1028000,1028000,3137000,891000,891000
"OAG",3,651000,158000,158000,561000,174000,174000
"OAG",4,6367000,1171000,1171000,5250000,1008000,1008000
"OAG",5,1654000,730000,730000,1077000,735000,735000
"OAG",6,298000,26000,26000,265000,16000,16000
"OAG",7,307000,17000,17000,210000,26000,26000
"OAG",9,1232000,62000,62000,656000,29000,29000
"OAG",12,34000,0,0,25000,2000,2000
"OAG",20,-2660000,-633000,-633000,-2660000,-112000,-112000
"OCI",1,4424305,1315496,1315496,4352240,1002003,1002003
"OCI",2,300000,38819,38819,300000,27034,27034
"OCI",3,135000,3933,3933,94114,1788,1788
"OCI",4,358491,35398,35398,400000,31081,31081
"OCI",5,15000,4364,4364,16000,1856,1856
"OCI",6,25000,3750,3750,59888,203,203
"OCI",7,50000,3101,3101,6000,4783,4783
"OCI",9,15000,1032,1032,0,32,32
"OCI",20,0,18318,18318,22489,3856,3856
"OCOL",1,17380000,4427000,4427000,16532000,4209000,4209000
"OCOL",2,645000,55000,55000,618000,97000,97000
"OCOL",3,258000,28000,28000,190000,36000,36000
"OCOL",4,2408000,192000,192000,2992000,221000,221000
"OCOL",5,344000,89000,89000,285000,143000,143000
"OCOL",6,172000,0,0,190000,25000,25000
"OCOL",7,129000,30000,30000,95000,26000,26000
"OCOL",9,344000,125000,125000,380000,18000,18000
"OCOL",12,0,0,0,0,1000,1000
"OCSEC",1,1282000,243000,243000,1326000,304000,304000
"OCSEC",2,35000,6000,6000,90000,13000,13000
"OCSEC",3,25000,11000,11000,25000,13000,13000
"OCSEC",4,451000,75000,75000,311000,50000,50000
"OCSEC",5,310000,50000,50000,320000,0,0
"OCSEC",6,2000,0,0,2000,0,0
"OCSEC",7,25000,4000,4000,27000,6000,6000
"OCSEC",9,15000,0,0,20000,0,0
"ODPP",1,142117000,4214000,146331000,30694000,621000,31315000
"ODPP",2,7534000,90000,7624000,1006000,0,1006000
"ODPP",3,896000,15000,911000,55000,0,55000
"ODPP",4,56132000,2328000,58460000,11743000,0,11743000
"ODPP",5,2084000,16000,2100000,374000,0,374000
"ODPP",6,1822000,0,1822000,18000,0,18000
"ODPP",7,1570000,90000,1660000,331000,0,331000
"ODPP",9,882000,50000,932000,112000,0,112000
"ODPP",12,7200000,0,7200000,3193000,0,3193000
"ODPP",20,-22742000,0,-22742000,-3026000,0,-3026000
"OICC",1,51992000,14407000,14407000,59067000,11922000,11922000
"OICC",2,1054000,283000,283000,1463000,275000,275000
"OICC",3,546000,150000,150000,758000,133000,133000
"OICC",4,77868000,6351000,6351000,92837000,5500000,5500000
"OICC",5,2562000,284000,284000,3557000,267000,267000
"OICC",6,5643000,330000,330000,7834000,326000,326000
"OICC",7,192000,22000,22000,268000,21000,21000
"OICC",8,1050000000,0,0,700000000,14741000,14741000
"OICC",9,2114000,24000,24000,2935000,30000,30000
"OICC",10,9604694000,290760000,290760000,5282100000,204754000,204754000
"OICC",12,0,2000,2000,0,127000,127000
"OPSIC",1,3607963,672765,672765,3563406,817866,817866
"OPSIC",2,120000,14856,14856,122100,20070,20070
"OPSIC",3,80000,11866,11866,131185,7971,7971
"OPSIC",4,1342975,156107,156107,1243000,164847,164847
"OPSIC",5,60000,3586,3586,266230,11127,11127
"OPSIC",6,5000,0,0,7760,159,159
"OPSIC",7,30000,754,754,15700,7784,7784
"OPSIC",9,200000,158,158,52000,8230,8230
"OPSIC",10,40000,6329,6329,40000,5310,5310
"ORL",1,3374000,726000,726000,2991000,705000,705000
"ORL",2,84000,12000,12000,86000,14000,14000
"ORL",3,38000,7000,7000,73000,5000,5000
"ORL",4,974000,172000,172000,1257000,176000,176000
"ORL",5,30000,16000,16000,31000,20000,20000
"ORL",6,0,0,0,12000,1000,1000
"ORL",7,4000,4000,4000,16000,1000,1000
"ORL",9,0,5000,5000,15000,1000,1000
"ORL",12,350000,0,0,0,0,0
"PCA",1,401067000,113708000,113708000,377853000,105367000,105367000
"PCA",2,53990000,4549000,4549000,37978000,4809000,4809000
"PCA",3,18937000,2025000,2025000,14330000,2245000,2245000
"PCA",4,478309000,18947000,18947000,406395000,20902000,20902000
"PCA",5,39267000,3465000,3465000,40258000,4777000,4777000
"PCA",6,73913000,4208000,4208000,53817000,4054000,4054000
"PCA",7,113102000,7908000,7908000,85770000,7556000,7556000
"PCA",8,852127000,54279000,54279000,751544000,45936000,45936000
"PCA",9,52410000,3213000,3213000,42709000,3166000,3166000
"PCA",10,34963000,2472000,2472000,27196000,1340000,1340000
"PCA",11,0,21000,21000,0,12000,12000
"PCA",12,32740000,1511000,1511000,20186000,3757000,3757000
"PCC",1,7503870,1964826,1964826,7460016,1685470,1685470
"PCC",2,686496,79308,79308,686496,76304,76304
"PCC",3,146364,5585,5585,146364,5110,5110
"PCC",4,1562794,196334,196334,1562794,234235,234235
"PCC",5,79320,67292,67292,79320,51092,51092
"PCC",6,113314,625,625,113314,,
"PCC",7,198300,9059,9059,198300,15392,15392
"PCC",8,118036,,,118036,,
"PCC",9,114259,21366,21366,114259,27189,27189
"PCC",12,173390,16577,16577,173390,19213,19213
"PCO",1,134648000,33306000,33306000,119541000,29843000,29843000
"PCO",2,3189000,1451000,1451000,6303000,835000,835000
"PCO",3,3168000,2293000,2293000,5261000,521000,521000
"PCO",4,35177000,4289000,4289000,26531000,4422000,4422000
"PCO",5,925000,882000,882000,1807000,439000,439000
"PCO",6,1177000,26000,26000,2084000,-305000,-305000
"PCO",7,272000,118000,118000,516000,122000,122000
"PCO",9,1885000,711000,711000,4707000,568000,568000
"PCO",10,0,887000,887000,0,132000,132000
"PCO",12,707000,367000,367000,351000,380000,380000
"PCO",20,-1755000,0,0,-1085000,0,0
"PHAC",1,232667000,49127000,49127000,228463000,45967000,45967000
"PHAC",2,7172000,1594000,1594000,6758000,1281000,1281000
"PHAC",3,15855000,11011000,11011000,15015000,270000,270000
"PHAC",4,76249000,2933000,2933000,87431000,2886000,2886000
"PHAC",5,2094000,902000,902000,2520000,1061000,1061000
"PHAC",6,2850000,619000,619000,2833000,867000,867000
"PHAC",7,23661000,5031000,5031000,20030000,8291000,8291000
"PHAC",8,0,54000,54000,0,16000,16000
"PHAC",9,11262000,750000,750000,11733000,625000,625000
"PHAC",10,243538000,100833000,100833000,286843000,71846000,71846000
"PHAC",12,10764000,416000,416000,2269000,603000,603000
"PHAC",20,-524000,-141000,-141000,-524000,-122000,-122000
"PMPRB",1,9074000,1714000,1714000,8373000,1489000,1489000
"PMPRB",2,1075000,77000,77000,247000,46000,46000
"PMPRB",3,749000,51000,51000,1382000,67000,67000
"PMPRB",4,4455000,131000,131000,3837000,137000,137000
"PMPRB",5,160000,39000,39000,125000,47000,47000
"PMPRB",6,523000,5000,5000,170000,0,0
"PMPRB",7,10000,3000,3000,21000,2000,2000
"PMPRB",9,557000,19000,19000,670000,89000,89000
"PMPRB",12,10000,24000,24000,47000,6000,6000
"PSC",1,86803000,17320000,17320000,85760000,16177000,16177000
"PSC",2,2612000,147000,147000,731000,108000,108000
"PSC",3,861000,82000,82000,175000,31000,31000
"PSC",4,8055000,910000,910000,10894000,791000,791000
"PSC",5,308000,114000,114000,1195000,124000,124000
"PSC",6,125000,8000,8000,75000,8000,8000
"PSC",7,754000,84000,84000,189000,59000,59000
"PSC",9,2011000,61000,61000,659000,118000,118000
"PSC",10,785000,336000,336000,77000,165000,165000
"PSC",20,-14252000,-822000,-822000,-14252000,-551000,-551000
"PSEP",1,117005722,32451363,32451363,119261262,30008946,30008946
"PSEP",2,3167178,660779,660779,4255650,580820,580820
"PSEP",3,4987276,434840,434840,3504606,356950,356950
"PSEP",4,18403693,2213213,2213213,21676020,1996555,1996555
"PSEP",5,4804781,581927,581927,5684112,742183,742183
"PSEP",6,928815,7644,7644,1045102,34199,34199
"PSEP",7,1388679,118521,118521,1147220,70168,70168
"PSEP",9,2986192,220055,220055,2947966,231343,231343
"PSEP",10,759205353,56081861,56081861,1007864906,51407626,51407626
"PSEP",12,2327940,494925,494925,188672,568690,568690
"PSEP",20,-2700000,-1232800,-1232800,-2700000,-1243262,-1243262
"RCMP",1,3488370000,820519000,820519000,3472759000,810711000,810711000
"RCMP",2,213461000,67460000,67460000,213890000,67541000,67541000
"RCMP",3,4583000,469000,469000,4418000,337000,337000
"RCMP",4,481468000,110692000,110692000,475039000,95826000,95826000
"RCMP",5,134911000,22472000,22472000,123094000,33450000,33450000
"RCMP",6,99764000,15970000,15970000,101590000,13373000,13373000
"RCMP",7,146846000,33505000,33505000,143995000,35319000,35319000
"RCMP",8,86408000,8126000,8126000,97233000,9809000,9809000
"RCMP",9,249804000,30033000,30033000,243633000,48929000,48929000
"RCMP",10,293223000,69215000,69215000,261923000,61282000,61282000
"RCMP",11,790000,176000,176000,824000,188000,188000
"RCMP",12,120379000,18053000,18053000,118389000,22799000,22799000
"RCMP",20,-1779699000,-269965000,-269965000,-1699988000,-407855000,-407855000
"SC",1,540787000,137419000,137419000,512332000,129600000,129600000
"SC",2,15413000,3318000,3318000,16557000,2369000,2369000
"SC",3,7559000,1191000,1191000,7198000,933000,933000
"SC",4,33048000,5539000,5539000,29945000,4941000,4941000
"SC",5,10676000,5343000,5343000,12207000,4468000,4468000
"SC",6,560000,97000,97000,1241000,128000,128000
"SC",7,1845000,134000,134000,2589000,188000,188000
"SC",8,516000,0,0,172000,7000,7000
"SC",9,11635000,797000,797000,10419000,2822000,2822000
"SC",10,100000,0,0,100000,0,0
"SC",12,60000,272000,272000,5659000,1177000,1177000
"SC",20,-120000000,-14623000,-14623000,-120000000,-17347000,-17347000
"SCC",1,29813022,6184259,6184259,24806778,6161056,6161056
"SCC",2,1289699,478356,478356,1660351,182740,182740
"SCC",3,67417,133232,133232,107857,38783,38783
"SCC",4,1953230,538493,538493,3193547,382732,382732
"SCC",5,541309,269963,269963,1029588,206311,206311
"SCC",6,437277,109253,109253,527344,10264,10264
"SCC",7,1088754,382629,382629,1833768,216382,216382
"SCC",9,1568506,233303,233303,1786705,123185,123185
"SCC",12,97595,45321,45321,89911,31807,31807
"SHARE",1,705632000,172236000,172236000,655638000,156871000,156871000
"SHARE",2,621774000,51076000,51076000,489889000,73324000,73324000
"SHARE",3,968000,136000,136000,761000,207000,207000
"SHARE",4,269520000,36897000,36897000,218845000,35182000,35182000
"SHARE",5,377781000,135814000,135814000,297392000,180061000,180061000
"SHARE",6,150085000,37865000,37865000,118721000,22285000,22285000
"SHARE",7,9231000,657000,657000,7258000,614000,614000
"SHARE",8,13807000,1981000,1981000,12017000,0,0
"SHARE",9,401171000,44188000,44188000,370617000,29319000,29319000
"SHARE",10,5031000,827000,827000,4181000,435000,435000
"SHARE",12,2518000,3595000,3595000,2044000,4701000,4701000
"SHARE",20,-665000000,-124144000,-124144000,-442094000,-106803000,-106803000
"SIRC",1,3962000,548000,548000,3989000,693000,693000
"SIRC",2,232000,30000,30000,223000,47000,47000
"SIRC",3,76000,4000,4000,73000,28000,28000
"SIRC",4,465000,87000,87000,447000,103000,103000
"SIRC",5,70000,25000,25000,67000,17000,17000
"SIRC",6,4000,1000,1000,3000,15000,15000
"SIRC",7,29000,3000,3000,28000,2000,2000
"SIRC",9,315000,5000,5000,303000,100000,100000
"SIRC",12,2000,97000,97000,2000,20000,20000
"SSHRC",1,28379000,7063000,7063000,22291000,5587000,5587000
"SSHRC",2,1946000,145000,145000,1236000,214000,214000
"SSHRC",3,1588000,66000,66000,1101000,115000,115000
"SSHRC",4,5219000,552000,552000,3314000,254000,254000
"SSHRC",5,868000,244000,244000,702000,180000,180000
"SSHRC",6,151000,16000,16000,69000,2000,2000
"SSHRC",7,105000,31000,31000,68000,32000,32000
"SSHRC",9,814000,27000,27000,409000,13000,13000
"SSHRC",10,891385000,196065000,196065000,756933000,172861000,172861000
"SSHRC",12,47000,3000,3000,26000,0,0
"SWC",1,31809000,5157000,5157000,,,
"SWC",2,3164000,143000,143000,,,
"SWC",3,967000,52000,52000,,,
"SWC",4,10829000,1217000,1217000,,,
"SWC",5,859000,64000,64000,,,
"SWC",6,40000,1000,1000,,,
"SWC",7,223000,3000,3000,,,
"SWC",8,438000,0,0,,,
"SWC",9,1802000,116000,116000,,,
"SWC",10,63574000,11274000,11274000,,,
"SWC",12,142000,2000,2000,,,
"TBC",1,3639940583,822533755,822533755,4182007756,837965992,837965992
"TBC",2,2176965,525340,525340,2013589,412702,412702
"TBC",3,321342,116830,116830,220717,69593,69593
"TBC",4,73256925,23054476,23054476,59641158,20201913,20201913
"TBC",5,3064633,943005,943005,1969969,284708,284708
"TBC",6,2494098,14563,14563,976697,5597,5597
"TBC",7,1114272,81913,81913,508076,155434,155434
"TBC",9,4973898,2594692,2594692,3240474,1407375,1407375
"TBC",10,981690,438913,438913,981690,350013,350013
"TBC",12,6279426,1797070,1797070,398616,253602,253602
"TBC",20,-745197358,-173039708,-173039708,-690158007,-121409479,-121409479
"TC",1,641416000,151494000,151494000,580930000,146767000,146767000
"TC",2,37404000,6433000,6433000,34223000,6694000,6694000
"TC",3,6606000,580000,580000,4503000,438000,438000
"TC",4,172715000,21217000,21217000,193136000,16234000,16234000
"TC",5,11820000,1628000,1628000,12270000,701000,701000
"TC",6,12211000,1160000,1160000,12581000,1544000,1544000
"TC",7,16594000,4198000,4198000,18496000,4405000,4405000
"TC",8,125059000,9771000,9771000,77266000,1144000,1144000
"TC",9,50299000,3449000,3449000,48650000,5494000,5494000
"TC",10,842222000,98956000,98956000,553328000,80160000,80160000
"TC",12,16185000,2338000,2338000,91670000,18623000,18623000
"TC",20,-76633000,-10619000,-10619000,-69573000,-10815000,-10815000
"VAC",1,288787000,67543000,67543000,236624000,60138000,60138000
"VAC",2,39767000,8989000,8989000,36207000,7435000,7435000
"VAC",3,2666000,180000,180000,4157000,264000,264000
"VAC",4,548441000,84334000,84334000,508436000,83265000,83265000
"VAC",5,8574000,1196000,1196000,8807000,864000,864000
"VAC",6,8503000,301000,301000,10513000,511000,511000
"VAC",7,268209000,53629000,53629000,256283000,50575000,50575000
"VAC",8,278000,0,0,528000,0,0
"VAC",9,2554000,307000,307000,1520000,313000,313000
"VAC",10,3212913000,833882000,833882000,3327214000,911133000,911133000
"VAC",12,7466000,10183000,10183000,4266000,8835000,8835000
"VRAB",1,10016000,2183000,2183000,10001000,2093000,2093000
"VRAB",2,504000,120000,120000,478000,104000,104000
"VRAB",3,6000,4000,4000,8000,4000,4000
"VRAB",4,206000,94000,94000,201000,34000,34000
"VRAB",5,18000,6000,6000,8000,1000,1000
"VRAB",6,31000,3000,3000,40000,0,0
"VRAB",7,50000,14000,14000,65000,7000,7000
"VRAB",9,80000,1000,1000,103000,0,0
"VRAB",12,0,12000,12000,0,4000,4000
"WDO",1,34207000,8159000,8159000,28990000,7660000,7660000
"WDO",2,2630000,276000,276000,1611000,249000,249000
"WDO",3,351000,48000,48000,301000,37000,37000
"WDO",4,6761000,1884000,1884000,6772000,1098000,1098000
"WDO",5,1010000,185000,185000,893000,156000,156000
"WDO",6,822000,0,0,430000,0,0
"WDO",7,160000,23000,23000,121000,10000,10000
"WDO",9,968000,12000,12000,672000,30000,30000
"WDO",10,258049000,27167000,27167000,109773000,19990000,19990000
"WDO",12,0,47000,47000,0,196000,196000

